Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude
SE13 5LF,Yes,51.4621,-0.008623,538436,175561,TQ384755,1/1/2005 12:00:00 AM,,13
SE13 5LG,Yes,51.461864,-0.006345,538595,175539,TQ385755,1/1/1980 12:00:00 AM,,14
SE13 5LH,Yes,51.461977,-0.006685,538571,175551,TQ385755,6/1/2002 12:00:00 AM,,14
SE13 5LJ,No,51.462484,-0.010565,538300,175600,TQ383756,5/1/1994 12:00:00 AM,7/1/1995 12:00:00 AM,15
SE13 5LL,No,51.462508,-0.012003,538200,175600,TQ382756,1/1/1991 12:00:00 AM,12/1/1992 12:00:00 AM,18
SE13 5LN,Yes,51.463257,-0.011092,538261,175685,TQ382756,1/1/1980 12:00:00 AM,,13
SE13 5LQ,Yes,51.462096,-0.008911,538416,175560,TQ384755,1/1/1980 12:00:00 AM,,13
SE13 5NS,Yes,51.461696,-0.006554,538581,175520,TQ385755,1/1/1980 12:00:00 AM,,13
SE13 5NT,No,51.461561,-0.009165,538400,175500,TQ384755,1/1/1980 12:00:00 AM,12/1/1981 12:00:00 AM,13
SE13 5NY,No,51.460613,-0.006327,538600,175400,TQ386754,1/1/1980 12:00:00 AM,12/1/1996 12:00:00 AM,13
SE13 5NZ,Yes,51.460107,-0.004046,538760,175348,TQ387753,6/1/1981 12:00:00 AM,,14
SE13 5PD,Yes,51.459948,-0.004744,538712,175329,TQ387753,4/1/2006 12:00:00 AM,,12
SE13 5PR,Yes,51.459516,-0.004187,538752,175282,TQ387752,1/1/1980 12:00:00 AM,,13
SE13 5PS,No,51.460358,-0.00559,538652,175373,TQ386753,1/1/1980 12:00:00 AM,6/1/2000 12:00:00 AM,13
SE13 5PT,Yes,51.461345,-0.00654,538583,175481,TQ385754,1/1/1980 12:00:00 AM,,13
SE13 5PX,No,51.45969,-0.004928,538700,175300,TQ387753,1/1/1980 12:00:00 AM,12/1/1985 12:00:00 AM,13
SE13 5PY,Yes,51.459092,-0.003615,538793,175236,TQ387752,4/1/1986 12:00:00 AM,,14
SE13 5QA,Yes,51.45924,-0.013354,538116,175234,TQ381752,1/1/1991 12:00:00 AM,,12
SE13 5UN,No,51.45924,-0.013354,538116,175234,TQ381752,2/1/2008 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5UP,No,51.45924,-0.013354,538116,175234,TQ381752,7/1/2007 12:00:00 AM,8/1/2007 12:00:00 AM,12
SE13 5UQ,No,51.45924,-0.013354,538116,175234,TQ381752,7/1/2007 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5UR,No,51.45924,-0.013354,538116,175234,TQ381752,3/1/2007 12:00:00 AM,4/1/2008 12:00:00 AM,12
