Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude
SE6 3QL,No,51.42586,-0.025102,537400,171500,TQ374715,7/1/1990 12:00:00 AM,12/1/1991 12:00:00 AM,40
SE6 3QN,Yes,51.423847,-0.022556,537583,171281,TQ375712,1/1/1980 12:00:00 AM,,44
SE6 3QP,Yes,51.425249,-0.023043,537545,171436,TQ375714,1/1/1980 12:00:00 AM,,41
SE6 3QR,Yes,51.425437,-0.023509,537512,171456,TQ375714,1/1/1980 12:00:00 AM,,41
SE6 3QS,Yes,51.425531,-0.024311,537456,171465,TQ374714,4/1/1985 12:00:00 AM,,41
SE6 3QT,Yes,51.426302,-0.024694,537427,171550,TQ374715,1/1/1980 12:00:00 AM,,40
SE6 3QU,Yes,51.426446,-0.024142,537465,171567,TQ374715,1/1/1980 12:00:00 AM,,39
SE6 3QW,Yes,51.423143,-0.020789,537708,171206,TQ377712,1/1/1980 12:00:00 AM,,44
SE6 3QX,Yes,51.425545,-0.025648,537363,171464,TQ373714,9/1/1991 12:00:00 AM,,39
SE6 3QY,Yes,51.424839,-0.023751,537497,171389,TQ374713,8/1/1993 12:00:00 AM,,42
SE6 3RD,Yes,51.424218,-0.016816,537981,171333,TQ379713,1/1/1980 12:00:00 AM,,31
SE6 3RE,No,51.424556,-0.016096,538030,171372,TQ380713,6/1/2007 12:00:00 AM,7/1/2007 12:00:00 AM,29
SE6 3RF,Yes,51.425016,-0.018263,537878,171419,TQ378714,1/1/1980 12:00:00 AM,,33
SE6 3RG,Yes,51.425029,-0.017485,537932,171422,TQ379714,1/1/1980 12:00:00 AM,,31
SE6 3RH,Yes,51.425851,-0.021909,537622,171505,TQ376715,1/1/1980 12:00:00 AM,,36
SE6 3RJ,Yes,51.425958,-0.022969,537548,171515,TQ375715,1/1/1980 12:00:00 AM,,38
SE6 3RL,Yes,51.425138,-0.019624,537783,171430,TQ377714,1/1/1980 12:00:00 AM,,35
SE6 3RN,Yes,51.425268,-0.017259,537947,171449,TQ379714,1/1/1980 12:00:00 AM,,30
SE6 3RP,Yes,51.425776,-0.019611,537782,171501,TQ377715,1/1/1980 12:00:00 AM,,32
SE6 3RQ,Yes,51.42545,-0.020042,537753,171464,TQ377714,1/1/1980 12:00:00 AM,,34
SE6 3RR,Yes,51.426366,-0.023124,537536,171560,TQ375715,1/1/1980 12:00:00 AM,,37
SE6 3RS,Yes,51.426517,-0.027289,537246,171569,TQ372715,1/1/1980 12:00:00 AM,,35
SE6 3RT,Yes,51.424785,-0.024817,537423,171381,TQ374713,8/1/1993 12:00:00 AM,,39
SE6 3RW,Yes,51.425814,-0.018142,537884,171508,TQ378715,1/1/1980 12:00:00 AM,,30
SE6 3SA,Yes,51.433504,-0.025664,537338,172349,TQ373723,1/1/1980 12:00:00 AM,,21
SE6 3SB,Yes,51.433297,-0.027285,537226,172323,TQ372723,1/1/1980 12:00:00 AM,,20
SE6 3SD,Yes,51.433055,-0.025166,537374,172300,TQ373723,1/1/1980 12:00:00 AM,,22
SE6 3SE,Yes,51.432678,-0.02629,537297,172256,TQ372722,1/1/1980 12:00:00 AM,,22
SE6 3SF,Yes,51.432011,-0.027254,537232,172180,TQ372721,1/1/1980 12:00:00 AM,,22
SE6 3SG,Yes,51.431461,-0.027191,537238,172119,TQ372721,1/1/1980 12:00:00 AM,,23
SE6 3SH,Yes,51.429196,-0.028857,537129,171864,TQ371718,1/1/1980 12:00:00 AM,,33
SE6 3SJ,Yes,51.430019,-0.02967,537070,171954,TQ370719,1/1/1980 12:00:00 AM,,30
SE6 3SL,Yes,51.430207,-0.030137,537037,171974,TQ370719,1/1/1980 12:00:00 AM,,29
SE6 3SN,Yes,51.429216,-0.02736,537233,171869,TQ372718,1/1/1980 12:00:00 AM,,32
SE6 3SP,Yes,51.429979,-0.027802,537200,171953,TQ372719,1/1/1980 12:00:00 AM,,30
SE6 3SQ,Yes,51.430244,-0.028063,537181,171982,TQ371719,1/1/1980 12:00:00 AM,,29
SE6 3SR,Yes,51.430266,-0.026164,537313,171988,TQ373719,1/1/1980 12:00:00 AM,,26
SE6 3SS,Yes,51.431568,-0.026597,537279,172132,TQ372721,1/1/1980 12:00:00 AM,,23
SE6 3ST,Yes,51.430476,-0.030643,537001,172003,TQ370720,6/1/1996 12:00:00 AM,,27
SE6 3SW,Yes,51.429497,-0.026441,537296,171902,TQ372719,1/1/1980 12:00:00 AM,,30
SE6 3SZ,Yes,51.437281,-0.023545,537474,172773,TQ374727,1/1/1980 12:00:00 AM,,20
SE6 3TA,Yes,51.436297,-0.022249,537567,172666,TQ375726,1/1/1980 12:00:00 AM,,22
SE6 3TB,Yes,51.436062,-0.022705,537536,172639,TQ375726,1/1/1980 12:00:00 AM,,21
SE6 3TD,Yes,51.435412,-0.023093,537511,172566,TQ375725,1/1/1980 12:00:00 AM,,21
SE6 3TE,Yes,51.435002,-0.021168,537646,172524,TQ376725,1/1/1980 12:00:00 AM,,21
SE6 3TF,Yes,51.433637,-0.020235,537715,172374,TQ377723,1/1/1980 12:00:00 AM,,23
SE6 3TG,Yes,51.432888,-0.021145,537654,172289,TQ376722,1/1/1980 12:00:00 AM,,22
SE6 3TH,Yes,51.433243,-0.022482,537560,172326,TQ375723,1/1/1980 12:00:00 AM,,22
SE6 3TJ,Yes,51.434945,-0.023113,537511,172514,TQ375725,1/1/1980 12:00:00 AM,,21
SE6 3TL,Yes,51.434735,-0.023482,537486,172490,TQ374724,1/1/1980 12:00:00 AM,,22
SE6 3TN,No,51.433,-0.021917,537600,172300,TQ376723,1/1/1993 12:00:00 AM,5/1/1994 12:00:00 AM,22
SE6 3TP,Yes,51.428181,-0.02037,537722,171767,TQ377717,1/1/1980 12:00:00 AM,,27
SE6 3TQ,Yes,51.432923,-0.023229,537509,172289,TQ375722,1/1/1980 12:00:00 AM,,22
SE6 3TR,Yes,51.426612,-0.019574,537782,171594,TQ377715,1/1/1980 12:00:00 AM,,29
SE6 3TS,Yes,51.427184,-0.018874,537829,171659,TQ378716,1/1/1980 12:00:00 AM,,27
SE6 3TT,Yes,51.42869,-0.020146,537736,171824,TQ377718,1/1/1980 12:00:00 AM,,26
SE6 3TW,Yes,51.430909,-0.021619,537627,172068,TQ376720,1/1/1980 12:00:00 AM,,24
SE6 3WB,No,51.43002,-0.022276,537584,171968,TQ375719,12/1/1996 12:00:00 AM,6/1/2000 12:00:00 AM,25
SE6 3WD,No,51.43002,-0.022276,537584,171968,TQ375719,6/1/1997 12:00:00 AM,12/1/1999 12:00:00 AM,25
SE6 3WF,No,51.43002,-0.022276,537584,171968,TQ375719,12/1/1997 12:00:00 AM,6/1/1999 12:00:00 AM,25
SE6 3WG,Yes,51.425259,-0.022035,537615,171439,TQ376714,2/1/2003 12:00:00 AM,,39
