Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households
IG1 4BU,Yes,51.56126,0.077205,544085,186753,TQ440867,12/1/1996 12:00:00 AM,,13,,
IG1 4BW,Yes,51.562511,0.079082,544211,186896,TQ442868,1/1/1980 12:00:00 AM,,14,51,24
IG1 4BX,Yes,51.56069,0.074728,543915,186685,TQ439866,1/1/1980 12:00:00 AM,,17,114,37
IG1 4BY,No,51.560462,0.074949,543931,186660,TQ439866,7/1/1990 12:00:00 AM,5/1/2005 12:00:00 AM,17,,
IG1 4BZ,Yes,51.560133,0.073722,543847,186621,TQ438866,1/1/1980 12:00:00 AM,,21,,
IG1 4DA,Yes,51.564963,0.087851,544811,187186,TQ448871,6/1/2005 12:00:00 AM,,15,89,29
IG1 4DB,Yes,51.564671,0.086582,544724,187151,TQ447871,5/1/2005 12:00:00 AM,,15,72,27
IG1 4DD,No,51.55807,0.072373,543760,186389,TQ437863,12/1/1997 12:00:00 AM,1/1/2006 12:00:00 AM,16,,
IG1 4DE,Yes,51.564781,0.086948,544749,187164,TQ447871,7/1/2006 12:00:00 AM,,15,175,60
IG1 4DF,Yes,51.56434,0.087476,544787,187116,TQ447871,6/1/2005 12:00:00 AM,,15,128,52
IG1 4DG,No,51.55807,0.072373,543760,186389,TQ437863,12/1/2007 12:00:00 AM,1/1/2008 12:00:00 AM,16,,
IG1 4DH,No,51.562848,0.078823,544192,186933,TQ441869,1/1/1980 12:00:00 AM,6/1/1998 12:00:00 AM,14,,
IG1 4DJ,Yes,51.55877,0.0704,543621,186463,TQ436864,1/1/1980 12:00:00 AM,,17,,
IG1 4DL,Yes,51.559245,0.070537,543629,186516,TQ436865,1/1/1980 12:00:00 AM,,19,4,1
IG1 4DN,No,51.56522,0.076406,544017,187192,TQ440871,6/1/1997 12:00:00 AM,6/1/2000 12:00:00 AM,16,,
IG1 4DP,Yes,51.559047,0.070542,543630,186494,TQ436864,1/1/1980 12:00:00 AM,,18,,
IG1 4DQ,No,51.562549,0.078925,544200,186900,TQ441868,12/1/1995 12:00:00 AM,12/1/1996 12:00:00 AM,14,,
IG1 4DR,No,51.56522,0.076406,544017,187192,TQ440871,12/1/1997 12:00:00 AM,12/1/1998 12:00:00 AM,16,,
IG1 4DS,No,51.559108,0.070112,543600,186500,TQ436864,1/1/1980 12:00:00 AM,7/1/1995 12:00:00 AM,18,,
IG1 4DT,No,51.565248,0.076364,544014,187195,TQ440871,12/1/1996 12:00:00 AM,12/1/1997 12:00:00 AM,16,,
IG1 4DU,Yes,51.558994,0.069962,543590,186487,TQ435864,1/1/1980 12:00:00 AM,,17,,
IG1 4DW,Yes,51.559251,0.071256,543679,186518,TQ436865,1/1/1980 12:00:00 AM,,18,4,1
IG1 4DX,No,51.56522,0.076406,544017,187192,TQ440871,6/1/1997 12:00:00 AM,6/1/1999 12:00:00 AM,16,,
IG1 4DY,No,51.56522,0.076406,544017,187192,TQ440871,5/1/1994 12:00:00 AM,6/1/1998 12:00:00 AM,16,,
IG1 4DZ,No,51.56522,0.076406,544017,187192,TQ440871,6/1/1996 12:00:00 AM,12/1/1998 12:00:00 AM,16,,
IG1 4EA,No,51.558915,0.069872,543584,186478,TQ435864,12/1/1998 12:00:00 AM,5/1/2003 12:00:00 AM,17,,
