Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households
E9 6RE,Yes,51.544543,-0.047023,535524,184657,TQ355846,2/1/2003 12:00:00 AM,,14,10,4
E9 6RF,Yes,51.543659,-0.047941,535463,184557,TQ354845,7/1/1983 12:00:00 AM,,15,9,7
E9 6RG,Yes,51.544533,-0.046937,535530,184656,TQ355846,1/1/1980 12:00:00 AM,,14,36,18
E9 6RH,Yes,51.545035,-0.048459,535423,184709,TQ354847,1/1/1980 12:00:00 AM,,15,57,23
E9 6RJ,Yes,51.545237,-0.049243,535368,184730,TQ353847,1/1/1980 12:00:00 AM,,16,,
E9 6RL,Yes,51.545184,-0.04714,535514,184728,TQ355847,1/1/1980 12:00:00 AM,,14,98,31
E9 6RN,Yes,51.544839,-0.047515,535489,184689,TQ354846,1/1/1980 12:00:00 AM,,14,131,48
E9 6RQ,Yes,51.545515,-0.046435,535562,184766,TQ355847,1/1/1980 12:00:00 AM,,13,15,10
E9 6RR,Yes,51.5457,-0.049526,535347,184781,TQ353847,1/1/1980 12:00:00 AM,,17,27,16
E9 6RS,Yes,51.54594,-0.048809,535396,184809,TQ353848,1/1/1980 12:00:00 AM,,16,119,51
E9 6RT,Yes,51.54659,-0.049503,535346,184880,TQ353848,1/1/1980 12:00:00 AM,,15,16,7
E9 6RU,Yes,51.545964,-0.050137,535304,184809,TQ353848,1/1/1980 12:00:00 AM,,17,7,4
E9 6RW,Yes,51.544864,-0.047918,535461,184691,TQ354846,1/1/1980 12:00:00 AM,,14,149,50
E9 6RX,Yes,51.54633,-0.04849,535417,184853,TQ354848,1/1/1980 12:00:00 AM,,15,87,38
E9 6RY,Yes,51.545626,-0.047222,535507,184777,TQ355847,1/1/1980 12:00:00 AM,,14,178,58
E9 6RZ,Yes,51.543578,-0.054391,535016,184536,TQ350845,8/1/2007 12:00:00 AM,,18,19,10
E9 6SA,No,51.544167,-0.047631,535483,184614,TQ354846,1/1/1980 12:00:00 AM,9/1/2004 12:00:00 AM,14,,
